"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Edmonton, Alberta","2021A003548835","Number of homicide victims","Number","223","units","0","v1489146","6.1","32","","","","0"
"2020","Edmonton, Alberta","2021A003548835","Number of homicide victims","Number","223","units","0","v1489146","6.1","49","","","","0"
"2021","Edmonton, Alberta","2021A003548835","Number of homicide victims","Number","223","units","0","v1489146","6.1","51","","","","0"
"2022","Edmonton, Alberta","2021A003548835","Number of homicide victims","Number","223","units","0","v1489146","6.1","36","","","","0"
"1981","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","5","","","","0"
"1982","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","15","","","","0"
"1983","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","18","","","","0"
"1984","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","1","","","","0"
"1985","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","15","","","","0"
"1986","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","7","","","","0"
"1987","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","10","","","","0"
"1988","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","10","","","","0"
"1989","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","9","","","","0"
"1990","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","11","","","","0"
"1991","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","16","","","","0"
"1992","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","13","","","","0"
"1993","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","12","","","","0"
"1994","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","12","","","","0"
"1995","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","24","","","","0"
"1996","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","11","","","","0"
"1997","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","9","","","","0"
"1998","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","4","","","","0"
"1999","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","12","","","","0"
"2000","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","9","","","","0"
"2001","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","3","","","","0"
"2002","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","8","","","","0"
"2003","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","10","","","","0"
"2004","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","10","","","","0"
"2005","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","12","","","","0"
"2006","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","16","","","","0"
"2007","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","14","","","","0"
"2008","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","11","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","10","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","13","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","11","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","7","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","9","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","7","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","7","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","24","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","14","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","17","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","13","","","","0"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","10","","","","0"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","15","","","","0"
"2022","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2021A003535505","Number of homicide victims","Number","223","units","0","v1489142","4.1","15","","","","0"
"1981","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","22","","","","0"
"1982","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","16","","","","0"
"1983","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","18","","","","0"
"1984","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","24","","","","0"
"1985","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","16","","","","0"
"1986","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","25","","","","0"
"1987","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","30","","","","0"
"1988","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","14","","","","0"
"1989","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","20","","","","0"
"1990","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","20","","","","0"
"1991","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","16","","","","0"
"1992","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","13","","","","0"
"1993","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","17","","","","0"
"1994","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","18","","","","0"
"1995","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","16","","","","0"
"1996","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","28","","","","0"
"1997","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","21","","","","0"
"1998","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","18","","","","0"
"1999","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","15","","","","0"
"2000","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","17","","","","0"
"2001","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","19","","","","0"
"2002","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","23","","","","0"
"2003","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","18","","","","0"
"2004","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","34","","","","0"
"2005","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","26","","","","0"
"2006","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","23","","","","0"
"2007","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","28","","","","0"
"2008","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","31","","","","0"
"2009","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","32","","","","0"
"2010","Winnipeg, Manitoba","2021A003546602","Number of homicide victims","Number","223","units","0","v1489150","8.1","22","","","","0"
